Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.8720158,0.8150893,0.963
6.1,0.6744193,0.55972284,0.862
6.2,0.6744193,0.55972284,0.862
6.3,0.5255875,0.39663777,0.734
6.4,0.5255875,0.39663777,0.734
6.5,0.49300906,0.36347693,0.699
6.6,0.38990113,0.2771619,0.56
6.7,0.35197276,0.25395706,0.497
6.8,0.16629516,0.13808921,0.228
6.9,0.11144922,0.10682894,0.148
7.0,0.08899956,0.08896816,0.104
7.1,0.08638832,0.08681413,0.099
7.2,0.080135845,0.08106921,0.088
7.3,0.06714621,0.07084526,0.068
7.4,0.056484327,0.061590172,0.057
7.5,0.0476363,0.053102713,0.042
7.6,0.043491308,0.048740476,0.035
7.7,0.011312351,0.013346543,0.006
