Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.2250886,0.23218043,0.224
6.1,0.2250886,0.23218043,0.224
6.2,0.2250886,0.23218043,0.224
6.3,0.2250886,0.23218043,0.224
6.4,0.2250886,0.23218043,0.224
6.5,0.15255716,0.15596078,0.143
6.6,0.14944968,0.1527705,0.14
6.7,0.12738904,0.13023823,0.118
6.8,0.12129257,0.12400259,0.116
6.9,0.10554323,0.10792007,0.101
7.0,0.09571927,0.09790783,0.087
7.1,0.08178973,0.08371738,0.062
7.2,0.07260775,0.074366406,0.053
7.3,0.06076579,0.062301617,0.048
7.4,0.04939208,0.05069927,0.037
7.5,0.036745533,0.037774414,0.022
7.6,0.023479879,0.024171371,0.01
7.7,0.010987253,0.011303832,0.007
7.8,0.0051386594,0.005238882,0.003
7.9,0.0028344432,0.0028813535,0.003
8.0,9.4774115E-4,9.700611E-4,0.001
