Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.26015678,0.2933507,0.221
6.1,0.26015678,0.2933507,0.221
6.2,0.26015678,0.2933507,0.221
6.3,0.26015678,0.2933507,0.221
6.4,0.26015678,0.2933507,0.221
6.5,0.26015678,0.2933507,0.221
6.6,0.21344487,0.24505715,0.176
6.7,0.20966993,0.24122663,0.172
6.8,0.20251153,0.23372442,0.166
6.9,0.16696905,0.19669636,0.146
7.0,0.14146677,0.1635945,0.127
7.1,0.13473414,0.15615273,0.122
7.2,0.10809368,0.121858366,0.103
7.3,0.094120026,0.10529624,0.097
7.4,0.055737175,0.06074661,0.069
7.5,0.052125584,0.05526217,0.062
7.6,0.047699098,0.048781123,0.055
7.7,0.046900064,0.04776659,0.055
7.8,0.043867342,0.044103213,0.052
7.9,0.035954196,0.03486417,0.039
8.0,0.010205568,0.009443995,0.011
8.1,0.004157254,0.0028597314,0.008
8.2,0.0012776374,8.707084E-4,0.002
