Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.3533668,0.13185784,0.069
6.1,0.3533668,0.13185784,0.069
6.2,0.3533668,0.13185784,0.069
6.3,0.3533668,0.13185784,0.069
6.4,0.18801028,0.10925206,0.052
6.5,0.18801028,0.10925206,0.052
6.6,0.1679815,0.10288365,0.048
6.7,0.16664411,0.101432815,0.047
6.8,0.15319715,0.094725534,0.043
6.9,0.1473991,0.08998381,0.041
7.0,0.13398844,0.08157219,0.037
7.1,0.11805281,0.06814383,0.03
7.2,0.0948167,0.04640973,0.019
7.3,0.06842267,0.029408708,0.013
7.4,0.0530505,0.022335827,0.009
7.5,0.030017076,0.014107024,0.006
7.6,0.0034260035,0.002453346,0.0
