Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.3802903,0.2462946,0.142
6.1,0.3802903,0.2462946,0.142
6.2,0.3802903,0.2462946,0.142
6.3,0.3802903,0.2462946,0.142
6.4,0.36425853,0.24529214,0.14
6.5,0.36425853,0.24529214,0.14
6.6,0.33188605,0.2432429,0.139
6.7,0.27900213,0.20468189,0.118
6.8,0.25800553,0.20298336,0.118
6.9,0.25347728,0.20051739,0.117
7.0,0.24180964,0.19451723,0.117
7.1,0.23498477,0.19054246,0.115
7.2,0.22788157,0.18539903,0.113
7.3,0.19880714,0.16358033,0.104
7.4,0.1901655,0.15714316,0.099
7.5,0.16304377,0.13392301,0.087
7.6,0.10897063,0.08913875,0.059
7.7,0.06386755,0.050865557,0.038
7.8,0.0321062,0.026424384,0.022
7.9,0.005884534,0.004664316,0.003
8.0,7.4752454E-5,5.6648503E-5,0.0
