Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.32122254,0.35890785,0.30609757
6.1,0.32122254,0.35890785,0.30609757
6.2,0.32122254,0.35890785,0.30609757
6.3,0.23816858,0.27040336,0.19390243
6.4,0.23816858,0.27040336,0.19390243
6.5,0.21442084,0.24580146,0.16341463
6.6,0.18634407,0.2165831,0.13536586
6.7,0.17138958,0.20110531,0.12560976
6.8,0.16026174,0.18925987,0.11951219
6.9,0.14583817,0.17409909,0.107317075
7.0,0.10224287,0.12843947,0.07804878
7.1,0.093615144,0.11826315,0.07195122
7.2,0.08503933,0.107260674,0.067073174
7.3,0.075126424,0.09426649,0.053658538
7.4,0.060816385,0.075770125,0.043902438
7.5,0.032615982,0.040474482,0.019512195
7.6,0.0057536047,0.0069986656,0.0024390244
