Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.92568094,0.84154814,0.94736844
6.1,0.924177,0.83990026,0.9385965
6.2,0.92033887,0.8355785,0.9385965
6.3,0.9110741,0.8252751,0.92105263
6.4,0.8880132,0.799013,0.8903509
6.5,0.7883591,0.697813,0.76754385
6.6,0.69378793,0.6199459,0.6535088
6.7,0.63668877,0.57802033,0.55263156
6.8,0.44088355,0.45173168,0.32456142
6.9,0.37557262,0.39346895,0.25438598
7.0,0.31966048,0.34053943,0.18859649
7.1,0.27638924,0.29790887,0.16666667
7.2,0.24128991,0.2615554,0.14035088
7.3,0.1883349,0.20338899,0.09210526
7.4,0.16162421,0.17418168,0.0745614
7.5,0.138153,0.14985909,0.06140351
7.6,0.11085739,0.12072936,0.05263158
7.7,0.027969718,0.032594804,0.013157895
7.8,0.001287301,0.0015211178,0.0
