Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.32122254,0.35890785,0.28471002
6.1,0.32122254,0.35890785,0.28471002
6.2,0.32122254,0.35890785,0.28471002
6.3,0.23816858,0.27040336,0.16695958
6.4,0.23816858,0.27040336,0.16695958
6.5,0.21442084,0.24580146,0.14762741
6.6,0.18634407,0.2165831,0.12653778
6.7,0.17138958,0.20110531,0.10720562
6.8,0.16026174,0.18925987,0.09666081
6.9,0.14583817,0.17409909,0.08435852
7.0,0.10224287,0.12843947,0.0685413
7.1,0.093615144,0.11826315,0.057996485
7.2,0.08503933,0.107260674,0.04920914
7.3,0.075126424,0.09426649,0.04393673
7.4,0.060816385,0.075770125,0.031634446
7.5,0.032615982,0.040474482,0.019332161
7.6,0.0057536047,0.0069986656,0.0035149385
