Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.22796582,0.25895286,0.23728813
6.1,0.22796582,0.25895286,0.23728813
6.2,0.22796582,0.25895286,0.23728813
6.3,0.13321312,0.15795757,0.1299435
6.4,0.13288058,0.15761387,0.1299435
6.5,0.11832097,0.14259963,0.11299435
6.6,0.106462784,0.13039245,0.084745765
6.7,0.09194227,0.11194498,0.07909604
6.8,0.08648425,0.10502403,0.07909604
6.9,0.06968629,0.083694346,0.06779661
7.0,0.054480344,0.06451787,0.050847456
7.1,0.04342842,0.04999498,0.04519774
7.2,0.03223786,0.03678322,0.03954802
7.3,0.028602043,0.032091137,0.033898305
7.4,0.026100531,0.02895703,0.033898305
7.5,0.024731142,0.027295094,0.033898305
7.6,0.020474885,0.022774719,0.033898305
7.7,0.010783591,0.011376284,0.02259887
7.8,0.002987108,0.0036043504,0.0
7.9,7.6234667E-4,9.854796E-4,0.0
