Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.5508598,0.5783739,0.407
6.1,0.5508598,0.5783739,0.407
6.2,0.32641065,0.30819845,0.209
6.3,0.32641065,0.30819845,0.209
6.4,0.27889216,0.2539429,0.162
6.5,0.25131553,0.22253649,0.134
6.6,0.2233479,0.19069646,0.113
6.7,0.20875514,0.17416617,0.101
6.8,0.17724477,0.13824637,0.071
6.9,0.15247156,0.11055441,0.055
7.0,0.12513012,0.07970562,0.039
7.1,0.10935375,0.06627658,0.03
7.2,0.0873551,0.044738527,0.02
7.3,0.0646471,0.028114684,0.011
7.4,0.051753663,0.021623138,0.008
7.5,0.030017076,0.014107024,0.005
7.6,0.0034260035,0.002453346,0.002
