Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.15016076,0.17177123,0.142
6.1,0.15016076,0.17177123,0.142
6.2,0.15016076,0.17177123,0.142
6.3,0.104110286,0.11655305,0.103
6.4,0.104110286,0.11655305,0.103
6.5,0.09622432,0.10749891,0.1
6.6,0.096131936,0.107405506,0.1
6.7,0.083562665,0.09305379,0.088
6.8,0.07175174,0.07974471,0.074
6.9,0.06299486,0.069940075,0.069
7.0,0.04475264,0.04959256,0.053
7.1,0.031361755,0.03478087,0.042
7.2,0.015219772,0.016858075,0.023
7.3,0.0037699672,0.004151856,0.007
7.4,1.6237547E-4,1.6705084E-4,0.0
