Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.97586733,0.8681918,0.996
6.1,0.97586733,0.8681918,0.996
6.2,0.97586733,0.8681918,0.996
6.3,0.97219324,0.8607974,0.995
6.4,0.97219324,0.8607974,0.995
6.5,0.96584696,0.84919065,0.995
6.6,0.94513226,0.81565714,0.988
6.7,0.93051964,0.79884195,0.976
6.8,0.91852444,0.7833315,0.969
6.9,0.91364706,0.77678114,0.962
7.0,0.9069622,0.7679322,0.955
7.1,0.89857465,0.7596429,0.946
7.2,0.8786272,0.73741895,0.924
7.3,0.86818916,0.7278322,0.912
7.4,0.8594278,0.71934605,0.903
7.5,0.8501297,0.70916635,0.885
7.6,0.8438993,0.7017044,0.878
7.7,0.82633716,0.6829584,0.859
7.8,0.8067728,0.65672994,0.836
7.9,0.7274876,0.5658947,0.719
8.0,0.5684575,0.41222173,0.476
8.1,0.36544946,0.24986508,0.257
8.2,0.18480022,0.111582756,0.107
8.3,0.050421786,0.029666498,0.031
