Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.9554694,0.83711886,0.997
6.1,0.9554694,0.83711886,0.997
6.2,0.93937117,0.79276943,0.995
6.3,0.9389828,0.79233235,0.995
6.4,0.93292415,0.78092,0.993
6.5,0.93064564,0.7768899,0.993
6.6,0.9286047,0.7737623,0.993
6.7,0.92736304,0.7719398,0.993
6.8,0.9259497,0.7699081,0.993
6.9,0.92199045,0.7646528,0.993
7.0,0.8911606,0.73557776,0.982
7.1,0.88590074,0.73001975,0.982
7.2,0.86102295,0.71011597,0.966
7.3,0.84244263,0.6922207,0.95
7.4,0.73884606,0.61832297,0.825
7.5,0.6504233,0.55534434,0.704
7.6,0.55655557,0.48767373,0.608
7.7,0.43819776,0.3701987,0.476
7.8,0.36629486,0.26089692,0.406
7.9,0.30538604,0.20729665,0.321
8.0,0.26665244,0.17826146,0.274
8.1,0.124603406,0.08990793,0.108
8.2,0.058251593,0.037164584,0.048
8.3,0.0027159685,0.0029676796,0.003
