Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,500 yr Probability,500 yr Supra-Seis Prob
5.0,6.817766,6.21,7.532,6.814,6.942,1.0,1.0
5.1,5.393758,4.894,5.958,5.388,5.482,1.0,1.0
5.2,4.261072,3.838,4.728,4.256,4.302,1.0,1.0
5.3,3.361054,3.01,3.748,3.366,3.19,1.0,1.0
5.4,2.645682,2.366,2.952,2.642,2.562,1.0,1.0
5.5,2.078216,1.852,2.326,2.072,2.066,1.0,1.0
5.6,1.62713,1.434,1.83,1.624,1.63,1.0,1.0
5.7,1.269162,1.116,1.426,1.264,1.228,1.0,1.0
5.8,0.983998,0.866,1.114,0.98,0.998,1.0,1.0
5.9,0.748666,0.65,0.854,0.746,0.742,1.0,1.0
6.0,0.592124,0.506,0.684,0.59,0.584,1.0,1.0
6.1,0.454796,0.386,0.532,0.452,0.452,1.0,1.0
6.2,0.357772,0.302,0.422,0.356,0.36,1.0,1.0
6.3,0.281798,0.236,0.336,0.28,0.288,1.0,1.0
6.4,0.219446,0.18,0.264,0.218,0.218,1.0,1.0
6.5,0.168804,0.134,0.208,0.168,0.17,1.0,1.0
6.6,0.1308,0.1,0.164,0.13,0.13,1.0,1.0
6.7,0.100284,0.076,0.128,0.1,0.1,1.0,1.0
6.8,0.078912,0.058,0.102,0.08,0.084,1.0,1.0
6.9,0.061066,0.042,0.08,0.062,0.064,1.0,1.0
7.0,0.047498,0.032,0.066,0.048,0.048,1.0,1.0
7.1,0.036016,0.022,0.052,0.036,0.036,1.0,1.0
7.2,0.027156,0.016,0.04,0.026,0.024,1.0,1.0
7.3,0.02134,0.012,0.032,0.022,0.02,1.0,1.0
7.4,0.016344,0.008,0.026,0.016,0.014,1.0,1.0
7.5,0.011722,0.006,0.02,0.012,0.01,1.0,1.0
7.6,0.008804,0.004,0.016,0.008,0.008,1.0,1.0
7.7,0.006176,0.002,0.01,0.006,0.006,0.997,0.997
7.8,0.004284,0.002,0.008,0.004,0.004,0.977,0.977
7.9,0.002344,0.0,0.006,0.002,0.002,0.788,0.788
8.0,0.001258,0.0,0.004,0.002,0.0,0.525,0.525
8.1,5.98E-4,0.0,0.002,0.0,0.0,0.281,0.281
8.2,2.62E-4,0.0,0.002,0.0,0.0,0.13,0.13
8.3,6.8E-5,0.0,0.002,0.0,0.0,0.034,0.034
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
