Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.32122254,0.35890785,0.35172415
6.1,0.32122254,0.35890785,0.35172415
6.2,0.32122254,0.35890785,0.35172415
6.3,0.23816858,0.27040336,0.24942529
6.4,0.23816858,0.27040336,0.24942529
6.5,0.21442084,0.24580146,0.21034482
6.6,0.18634407,0.2165831,0.17126437
6.7,0.17138958,0.20110531,0.15172414
6.8,0.16026174,0.18925987,0.13793103
6.9,0.14583817,0.17409909,0.12528735
7.0,0.10224287,0.12843947,0.083908044
7.1,0.093615144,0.11826315,0.07586207
7.2,0.08503933,0.107260674,0.06551724
7.3,0.075126424,0.09426649,0.057471264
7.4,0.060816385,0.075770125,0.04942529
7.5,0.032615982,0.040474482,0.025287356
7.6,0.0057536047,0.0069986656,0.004597701
