Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.40073213,0.40525973,0.3070707
6.1,0.29353514,0.28915355,0.23939393
6.2,0.2735735,0.26765406,0.22424242
6.3,0.27082792,0.26466438,0.22323233
6.4,0.25627407,0.24900584,0.21111111
6.5,0.24963993,0.24184346,0.2030303
6.6,0.2422889,0.23395903,0.19393939
6.7,0.22919697,0.22021483,0.18888889
6.8,0.22146389,0.21203671,0.18484849
6.9,0.20928735,0.19950838,0.17575757
7.0,0.17571963,0.16308707,0.13232324
7.1,0.1515575,0.1375468,0.1
7.2,0.12450721,0.10960487,0.08181818
7.3,0.098516,0.08446108,0.05757576
7.4,0.07665365,0.06423843,0.032323234
7.5,0.04407877,0.035740204,0.017171716
7.6,0.0286868,0.022876462,0.011111111
7.7,0.002375987,0.0018211976,0.001010101
