Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.70928997,0.7173204,0.633
6.1,0.70928997,0.7173204,0.587
6.2,0.54775894,0.5500929,0.436
6.3,0.54775894,0.5500929,0.436
6.4,0.48523,0.48776022,0.373
6.5,0.45327634,0.45598057,0.354
6.6,0.3927369,0.39506426,0.3
6.7,0.36203504,0.36394498,0.256
6.8,0.32942665,0.3303039,0.227
6.9,0.28895617,0.28830177,0.193
7.0,0.26568732,0.26419094,0.172
7.1,0.24154669,0.23918039,0.156
7.2,0.22137594,0.21849324,0.14
7.3,0.20068946,0.19727457,0.11
7.4,0.17260155,0.16841763,0.091
7.5,0.13654418,0.1320938,0.068
7.6,0.057386234,0.05593629,0.04
7.7,0.033599235,0.032504734,0.024
7.8,0.020409696,0.019699806,0.013
7.9,1.8457326E-4,1.8788315E-4,0.0
